run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
2,44,52,8.71569666109587,9.20711612701416,6.417549133300781,0.11082392185926437,145.3311309814453,12.055336203584092,0.9725223183631897,15.599039077758789,11.775279998779297,0.23988661170005798,443.68768310546875,21.063895250059254,0.8585741519927979,Train/Results/DeepGCNRT/MiniDatasets/LIFE_old_194/20260422_144923_322_45867a9b
