run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
4,46,58,84.12778727213542,84.6277847290039,55.80035400390625,0.22066497802734375,11961.7666015625,109.36986148643739,0.7617114782333374,132.60646057128906,69.6328125,0.425252765417099,34720.04296875,186.33315048254295,-0.36917948722839355,Train/Results/DeepGCNRT/MiniDatasets/Cao_HILIC_116/20260422_105145_804_c3a52e20
