run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
1,43,52,28.85977554321289,29.359760284423828,18.520065307617188,0.05569782480597496,1476.698486328125,38.427834785844034,0.9894759058952332,156.79136657714844,47.394927978515625,0.2526993453502655,54288.84375,232.99966469932954,0.5173166990280151,Train/Results/DeepGCNRT/MiniDatasets/FEM_lipids_72/20260422_112142_609_5c9c6e5b
