run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
2,44,34,24.078327178955078,24.578332901000977,12.968765258789062,0.14435409009456635,1272.154541015625,35.667275491907496,0.9575669169425964,70.23422241210938,56.339630126953125,0.5242099761962891,7897.4306640625,88.86748935388296,0.8433781862258911,Train/Results/DeepGCNRT/MiniDatasets/IPB_Halle_82/20260422_115945_642_55c152d4
