run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
4,46,63,71.2827657063802,71.78276824951172,53.01007080078125,0.15235143899917603,9018.3603515625,94.96504805223077,0.8961887359619141,128.03741455078125,68.91162109375,0.1617758721113205,42596.42578125,206.38901565066394,0.4223116636276245,Train/Results/DeepGCNRT/MiniDatasets/MTBLS87_147/20260422_151925_896_4e8cb78f
