run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
3,45,39,19.714144728904547,20.206602096557617,13.468536376953125,0.07019781321287155,1026.065185546875,32.032252270904635,0.8779038190841675,32.14799499511719,20.852874755859375,0.11932671815156937,3700.989013671875,60.8357544020938,0.4141960144042969,Train/Results/DeepGCNRT/RIKENMONA/20260423_092337_574_f8d030c7
