run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
2,44,53,67.3743413289388,67.87433624267578,42.58135986328125,0.3182603716850281,10254.3154296875,101.26359380195579,0.7795121073722839,91.73403930664062,37.7926025390625,0.5682658553123474,19450.107421875,139.4636419353625,0.43472540378570557,Train/Results/DeepGCNRT/MiniDatasets/Cao_HILIC_116/20260422_105042_883_064a1e5a
