run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
3,45,114,9.82581595370644,10.325815200805664,5.439247131347656,0.12148875743150711,238.47885131835938,15.442760482451297,0.9468681812286377,15.703100204467773,7.417661666870117,0.2956308126449585,779.6235961914062,27.921740565219178,0.6851776838302612,Train/Results/DeepGCNRT/MiniDatasets/LIFE_old_194/20260422_145113_745_7200df02
