run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
0,42,11,54.28900255475725,54.789024353027344,42.94073486328125,0.05636497214436531,5654.2548828125,75.19477962473525,0.8848850131034851,50.25673294067383,31.65252685546875,0.053503137081861496,6659.7666015625,81.6073930570172,0.8799229264259338,Train/Results/DeepGCNRT/MiniDatasets/UniToyama_Atlantis_143/20260422_152104_586_e66b85c9
