epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,151.02562459309897,95.5404804774693,104.40137583414713,151.52508544921875,96.0261459350586,104.90137481689453,128.82943725585938,89.56161499023438,80.2882080078125,0.1942766308784485,0.09607138484716415,0.11403653770685196,37699.10546875,14416.595703125,16388.072265625,194.16257484064738,120.06912885136212,128.01590629927594,0.571591854095459,0.70649254322052,0.7045193910598755,95.5404804774693
2,0.0009997532801828658,107.87900904605263,77.31766619001117,67.48196233113607,108.37899780273438,77.81766510009766,67.98196411132812,70.07901000976562,40.610443115234375,36.59033203125,0.14256635308265686,0.07756923884153366,0.07046643644571304,22647.033203125,11438.9775390625,12404.359375,150.48931258772166,106.95315581628482,111.37485970810468,0.742641806602478,0.7671138644218445,0.7763466238975525,77.31766619001117
3,0.0009994449374809851,86.79464668140076,75.03674861363002,54.2606393178304,87.29256439208984,75.5367431640625,54.72798538208008,63.947174072265625,67.4805908203125,35.2279052734375,0.11999248713254929,0.07608214765787125,0.059341832995414734,14762.322265625,8404.1005859375,7252.77099609375,121.50029738903935,91.67388169995586,85.16320212447246,0.8322427272796631,0.828900933265686,0.8692309260368347,75.03674861363002
4,0.0009990133642141358,72.32812553539611,71.15421404157367,63.46846135457357,72.82671356201172,71.65421295166016,63.96846008300781,51.54217529296875,45.707489013671875,37.92071533203125,0.10242938995361328,0.07198052853345871,0.06983324140310287,11221.099609375,10258.5712890625,8034.9873046875,105.92969182139161,101.28460539026896,89.6380907019304,0.8724847435951233,0.7911457419395447,0.8551273345947266,71.15421404157367
5,0.000998458666866564,79.33990826523095,72.34640938895089,58.10668156941732,79.83763122558594,72.8464126586914,58.60668182373047,47.812164306640625,59.2265625,43.16015625,0.11101105064153671,0.06978721916675568,0.06403572112321854,14233.998046875,9844.111328125,5910.6220703125,119.30632023021664,99.21749507080392,76.88057017421566,0.8382465243339539,0.7995837330818176,0.8934301733970642,71.15421404157367
6,0.00099778098230154,67.70920121042352,71.05897521972656,68.12396710713705,68.20652770996094,71.55897521972656,68.62397003173828,43.945281982421875,48.45458984375,36.92987060546875,0.09517380595207214,0.07399777323007584,0.07663140445947647,10100.912109375,10523.6474609375,11513.216796875,100.50329402250954,102.58483055957883,107.2996588851754,0.8852144479751587,0.785749077796936,0.792414128780365,71.05897521972656
7,0.0009969804777275899,75.9076824522855,75.85904148646763,68.90535990397136,76.40396881103516,76.35904693603516,69.40510559082031,56.4166259765625,58.379150390625,49.888427734375,0.10557631403207779,0.07206209003925323,0.07345345616340637,12799.009765625,10573.5576171875,8771.70703125,113.13270864619568,102.82780566163756,93.6573917598072,0.8545535802841187,0.7847329378128052,0.8418441414833069,71.05897521972656
8,0.000996057350657239,62.42029183371025,80.2525863647461,80.98372853597006,62.91893768310547,80.7283706665039,81.48373413085938,48.619476318359375,42.268829345703125,61.5780029296875,0.09043638408184052,0.07861009985208511,0.07836014777421951,8342.771484375,16017.783203125,16498.35546875,91.33877317095407,126.56138116789418,128.4459242979317,0.9051937460899353,0.673893928527832,0.7025309205055237,71.05897521972656
9,0.0009950118288582787,73.48732878032483,81.83069937569755,79.55059560139973,73.98712158203125,82.33069610595703,80.05059051513672,53.82025146484375,62.23773193359375,41.0606689453125,0.09956278651952744,0.08531447499990463,0.08113936334848404,10602.1416015625,13843.3642578125,13227.1533203125,102.96670142119976,117.65782701466358,115.00936188116383,0.8795185089111328,0.7181629538536072,0.7615114450454712,71.05897521972656
10,0.0009938441702975688,62.64455453973068,63.124402727399556,54.05754470825195,63.13801956176758,63.6244010925293,54.541908264160156,44.345794677734375,34.87115478515625,35.06201171875,0.08724229037761688,0.06297710537910461,0.05759011209011078,7983.82568359375,9629.732421875,8379.9970703125,89.35225617517305,98.13120004297818,91.54232392894829,0.9092727303504944,0.8039482831954956,0.8489067554473877,63.124402727399556
11,0.000992554663077387,58.50862068042421,54.28900255475725,49.75702184041341,59.00311279296875,54.78900146484375,50.256736755371094,40.774688720703125,42.94073486328125,31.65252685546875,0.08542989194393158,0.05636494606733322,0.05350314453244209,7816.6923828125,5654.25341796875,6659.763671875,88.41206016609102,75.19476988440586,81.60737510712497,0.9111720323562622,0.8848850727081299,0.8799229860305786,54.28900255475725
12,0.0009911436253643444,52.647002370733965,57.81618390764509,64.84988657633464,53.146480560302734,58.316184997558594,65.34988403320312,34.18115234375,44.72125244140625,58.91033935546875,0.07513464242219925,0.057229842990636826,0.07306931167840958,6009.361328125,6273.70947265625,5927.07861328125,77.52007048581032,79.20675143355048,76.98752245189638,0.9317103624343872,0.8722735643386841,0.8931334614753723,54.28900255475725
13,0.000989611405310883,57.591284233227114,115.62710571289062,77.43030217488607,58.090728759765625,116.09783935546875,77.93030548095703,40.85186767578125,91.40814208984375,43.70965576171875,0.07969933748245239,0.11120510846376419,0.07783685624599457,6729.5654296875,23467.744140625,14812.984375,82.03392852769822,153.1918540282903,121.70860435893594,0.9235260486602783,0.522220253944397,0.7329185605049133,54.28900255475725
14,0.0009879583809693738,53.336647970634594,75.55678449358258,46.26876220703125,53.83066940307617,76.05677795410156,46.768760681152344,39.140106201171875,67.72149658203125,27.27276611328125,0.0743156298995018,0.07369712740182877,0.05216487869620323,5644.55224609375,8629.6943359375,4641.6513671875,75.13023523251974,92.89614812217727,68.12966583792628,0.9358559846878052,0.8243080377578735,0.9163099527359009,54.28900255475725
15,0.0009861849601988384,52.65423182437294,61.79889569963728,70.62578150431315,53.15423583984375,62.298892974853516,71.12577819824219,40.7713623046875,35.967498779296875,56.65057373046875,0.07556316256523132,0.060589492321014404,0.08148140460252762,5843.1904296875,9383.7138671875,8770.3251953125,76.44076418827522,96.86957142048013,93.6500143903486,0.9335986971855164,0.8089569807052612,0.841869056224823,54.28900255475725
16,0.0009842915805643156,58.28585333573191,86.01021030970982,70.39356028238932,58.78562927246094,86.51020812988281,70.8935546875,43.50384521484375,80.0955810546875,46.012939453125,0.07906058430671692,0.08999937772750854,0.0736764520406723,6288.09326171875,12984.3173828125,9280.41015625,79.29749845814021,113.94874893044022,96.33488545822847,0.9285428524017334,0.7356523275375366,0.832672119140625,54.28900255475725
17,0.000982278709228899,55.191872580009594,104.0376477922712,77.75802968343099,55.68379211425781,104.53765106201172,78.2580337524414,36.32403564453125,85.34814453125,44.09002685546875,0.07078728824853897,0.10395302623510361,0.0784456878900528,6615.5107421875,20533.794921875,14296.87109375,81.33579004465071,143.29617902049935,119.56952410104341,0.9248220920562744,0.5819524526596069,0.7422242164611816,54.28900255475725
18,0.0009801468428384716,53.30440481085526,61.290811266217915,48.355509185791014,53.804405212402344,61.790809631347656,48.85210418701172,35.74176025390625,49.148101806640625,31.8726806640625,0.06989714503288269,0.06144515797495842,0.05631178990006447,5596.65478515625,6025.19189453125,4812.7275390625,74.81079323972077,77.62210957279666,69.37382459589855,0.936400294303894,0.8773331046104431,0.9132254123687744,54.28900255475725
19,0.000977896507399165,49.04570007324219,70.9834485735212,60.686821365356444,49.54253005981445,71.48344421386719,61.15916061401367,31.61956787109375,61.92962646484375,27.473876953125,0.07428368926048279,0.06981490552425385,0.06501246243715286,5746.10595703125,7738.76513671875,10139.1142578125,75.80307353288025,87.9702514303486,100.69316887362568,0.9347019195556641,0.8424464464187622,0.8171894550323486,54.28900255475725
20,0.0009755282581475768,47.30654478909676,61.93161228724888,63.79907379150391,47.8047981262207,62.431610107421875,64.299072265625,31.670440673828125,52.64959716796875,47.27227783203125,0.06590642780065536,0.0625426396727562,0.07226746529340744,4781.4716796875,5785.3994140625,7903.3857421875,69.1481863803202,76.06181311316803,88.9009884207566,0.9456639289855957,0.8822150230407715,0.8575001955032349,54.28900255475725
