run_idx,seed,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
0,42,34,13.149160987452456,13.646134376525879,14.70064926147461,0.21824543178081512,329.17462158203125,18.143170108391512,0.9441144466400146,17.17616081237793,12.144100189208984,0.311204731464386,609.9739990234375,24.697651690463154,0.35844671726226807,Train/Results/DeepGCNRT/MiniDatasets/LIFE_old_194/20260422_144657_333_c3a2faa6
