epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,322.7084178794809,125.51536729600694,102.54707737972862,323.20843505859375,126.015380859375,103.04708099365234,321.7885437011719,70.75350952148438,92.41728210449219,5.444627285003662,2.616429328918457,1.6285494565963745,125030.5859375,27118.478515625,15754.6171875,353.59664299523547,164.67689126172198,125.51739794745588,-14.410150527954102,-2.57503080368042,-0.9643657207489014,125.51536729600694
2,0.0009997532801828658,93.20998870434404,65.7266362508138,63.704556916889395,93.7099838256836,66.21177673339844,64.20455169677734,72.26788330078125,44.347713470458984,52.93125915527344,1.7905811071395874,1.511014461517334,1.0111244916915894,15914.537109375,8352.06640625,6082.1103515625,126.15283234781135,91.38964058497002,77.98788592828055,-0.9614835977554321,-0.10105335712432861,0.24165159463882446,65.7266362508138
3,0.0009994449374809851,54.00867887743476,63.92618645562066,52.298258329692636,54.504661560058594,64.40198516845703,52.79825210571289,41.92816162109375,56.14530944824219,47.90032958984375,1.0004262924194336,1.5365930795669556,0.8887395262718201,5051.37109375,7731.01318359375,4728.14306640625,71.07299834501144,87.92618030822076,68.76149406758299,0.37741315364837646,-0.019179940223693848,0.4104710817337036,63.92618645562066
4,0.0009990133642141358,43.070628081860185,40.148191663953995,41.05914226331209,43.56581497192383,40.648193359375,41.55914306640625,34.5289306640625,14.768753051757812,40.131927490234375,0.8390898704528809,0.9164657592773438,0.713051974773407,3304.5419921875,3803.7451171875,2798.6669921875,57.48514583949057,61.674509460452946,52.90242898192388,0.5927116870880127,0.49855202436447144,0.651047945022583,40.148191663953995
5,0.000998458666866564,33.49663351668792,42.156642489963104,40.61134900544819,33.9946174621582,42.65107345581055,41.111351013183594,26.484954833984375,33.353729248046875,44.267059326171875,0.6026367545127869,1.010040044784546,0.6962831616401672,1984.5054931640625,3629.557861328125,2392.94775390625,44.54778886952822,60.24581198164836,48.91776521782501,0.7554076313972473,0.5215151309967041,0.7016351222991943,40.148191663953995
6,0.00099778098230154,26.630490309527133,34.73684861924913,38.61494405646073,27.124414443969727,35.23685073852539,39.11494445800781,21.1439208984375,17.918922424316406,32.568084716796875,0.5224820375442505,0.7544139623641968,0.673627495765686,1322.4051513671875,2820.7138671875,2359.466796875,36.36488899154221,53.11039321251067,48.57434298963806,0.8370121717453003,0.6281450986862183,0.7058097124099731,34.73684861924913
7,0.0009969804777275899,25.897776454484383,31.790250142415363,35.7980496255975,26.39435386657715,32.27948760986328,36.275115966796875,19.173721313476562,20.212766647338867,33.16033935546875,0.5278491377830505,0.8101058602333069,0.6196377277374268,1311.33203125,2677.486083984375,2194.90234375,36.2123187775928,51.74443046342645,46.84978488477829,0.8383769392967224,0.6470268368721008,0.726328432559967,31.790250142415363
8,0.000996057350657239,22.233376509478305,32.01060994466146,28.182362606650905,22.725093841552734,32.51061248779297,28.682363510131836,16.70282745361328,18.82745361328125,18.119873046875,0.39844465255737305,0.7226806282997131,0.511167049407959,994.5844116210938,2300.880615234375,1506.481201171875,31.537032384501458,47.96749540297445,38.81341522169719,0.8774164319038391,0.6966747641563416,0.8121642470359802,31.790250142415363
9,0.0009950118288582787,20.31762221719132,27.09997346666124,26.553892035233346,20.810293197631836,27.599971771240234,27.053890228271484,14.718414306640625,13.324785232543945,21.931427001953125,0.3766752779483795,0.6509172320365906,0.48480069637298584,920.558349609375,2083.01123046875,1237.1494140625,30.340704500874317,45.64001786227466,35.173134834167115,0.8865402340888977,0.7253965139389038,0.8457459211349487,27.09997346666124
10,0.0009938441702975688,20.591444430708073,26.010487026638454,23.527705945466693,21.088834762573242,26.498201370239258,24.026708602905273,14.553596496582031,23.62032699584961,19.884906768798828,0.39126840233802795,0.6180575489997864,0.4429282248020172,896.3101806640625,1524.4622802734375,937.4098510742188,29.938439850200318,39.04436297691944,30.617149623605048,0.8895288109779358,0.799030065536499,0.8831189870834351,26.010487026638454
