epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,367.51544189453125,246.27603149414062,264.0577087402344,368.01544189453125,246.77603149414062,264.5577087402344,373.0463562011719,252.27474975585938,241.747802734375,4.88136100769043,3.015444278717041,3.353189706802368,150328.125,68656.046875,74201.171875,387.72171076688494,262.0229892108706,272.39892047326475,-4.3864850997924805,-1.9273579120635986,-12.00290584564209,246.27603149414062
2,0.0009997532801828658,191.55281442495493,118.4708480834961,123.77267625596788,192.05282592773438,118.97085571289062,124.27267456054688,195.55838012695312,137.58294677734375,125.86436462402344,2.5269672870635986,1.2975327968597412,1.173738956451416,45132.15234375,19440.08984375,18343.12109375,212.4432920657887,139.4277226513795,135.43677895516416,-0.6171536445617676,0.1711130142211914,-2.2144219875335693,118.4708480834961
3,0.0009994449374809851,125.92674853985126,97.30831909179688,77.51548936631944,126.42674255371094,97.80833435058594,77.96279907226562,106.65516662597656,67.31066131591797,77.86367797851562,1.464664340019226,1.1087805032730103,0.8954644799232483,24576.234375,14611.9716796875,9054.65625,156.7680910612871,120.87998874787961,95.15595751186575,0.11939626932144165,0.3769744634628296,-0.5867248773574829,97.30831909179688
4,0.0009990133642141358,101.30517413799579,102.614990234375,98.94708930121527,101.80516815185547,103.11494445800781,99.44709014892578,97.01663208007812,91.85993957519531,107.30010986328125,1.3210911750793457,1.077996850013733,1.0985217094421387,14414.7001953125,15359.03515625,12393.869140625,120.0612351898501,123.93157449274176,111.32775548184289,0.4834994673728943,0.3451211452484131,-1.1718835830688477,97.30831909179688
5,0.000998458666866564,79.959130859375,98.14640808105469,53.58847893608941,80.45305633544922,98.64640808105469,54.08848190307617,69.0457763671875,88.6498031616211,35.78172302246094,0.9172835946083069,0.8843367695808411,0.7476651668548584,10015.9892578125,13112.66015625,4976.810546875,100.07991435753979,114.51052421611736,70.54651335732333,0.6411118507385254,0.44090211391448975,0.12787091732025146,97.30831909179688
6,0.00099778098230154,71.04398287259616,56.54570770263672,43.50876702202691,71.54398345947266,57.04570007324219,44.00876998901367,68.46530151367188,36.3122444152832,25.815353393554688,0.8291340470314026,0.677523136138916,0.8255918025970459,8197.45703125,5746.60302734375,4061.645751953125,90.53980909660677,75.80635215695153,63.7310422945767,0.7062727212905884,0.754976212978363,0.28824305534362793,56.54570770263672
7,0.0009969804777275899,55.95670447716346,49.04230880737305,51.16796800494194,56.45394515991211,49.54230499267578,51.66705322265625,43.825103759765625,47.071964263916016,33.066314697265625,0.7469962239265442,0.7167896032333374,0.9198827743530273,5353.7392578125,4104.11767578125,5005.267578125,73.16925076705719,64.06338795116326,70.74791571576509,0.8081673979759216,0.8250085115432739,0.12288415431976318,49.04230880737305
8,0.000996057350657239,38.63222233698918,45.36294937133789,42.0467529296875,39.1322021484375,45.86294937133789,42.5467529296875,31.357467651367188,41.18953323364258,41.75825500488281,0.5353652238845825,0.5227023363113403,0.6347364783287048,2782.08642578125,2664.7158203125,2523.014892578125,52.7454872551316,51.62088550492427,50.22962166469229,0.9003136157989502,0.8863818049430847,0.5578705072402954,45.36294937133789
9,0.0009950118288582787,44.62547736534705,38.28379821777344,43.95795355902778,45.1254768371582,38.78379440307617,44.457950592041016,40.49006271362305,35.05815124511719,47.56155776977539,0.5889674425125122,0.5007249712944031,0.6330667734146118,2966.782470703125,1917.3626708984375,2585.926513671875,54.46817851464399,43.787699995528854,50.8520059945709,0.8936957120895386,0.9182474613189697,0.5468460321426392,38.28379821777344
10,0.0009938441702975688,27.99634728064904,39.13043975830078,43.921004401312935,28.49057960510254,39.63043975830078,44.42100524902344,24.931411743164062,40.756587982177734,41.924537658691406,0.3521115183830261,0.4254947006702423,0.6707851886749268,1313.248291015625,1924.15869140625,2645.520263671875,36.23876779107735,43.86523328794969,51.43462125525836,0.9529443383216858,0.9179576635360718,0.5364028811454773,38.28379821777344
