epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,148.79679532395195,86.33968861897786,79.42227863621068,149.29652404785156,86.83968353271484,79.92013549804688,123.0968017578125,76.50550842285156,61.093231201171875,0.6916747093200684,0.3726908266544342,0.23731380701065063,36125.59765625,12038.76171875,11157.166015625,190.06735031627605,109.72129109133742,105.62748702693348,0.3637847900390625,0.7667462825775146,0.7860885858535767,86.33968861897786
2,0.0009997532801828658,82.7424967919838,74.63110012478299,59.87335648407807,83.24249267578125,75.131103515625,60.373355865478516,58.749176025390625,57.98064041137695,40.71240234375,0.35880568623542786,0.29508164525032043,0.14403599500656128,12475.16796875,9304.021484375,7472.9931640625,111.69229144730625,96.4573557815836,86.44647571799848,0.7802972793579102,0.8197324872016907,0.8567235469818115,74.63110012478299
3,0.0009994449374809851,64.06390454269356,74.94028896755643,64.08514641426704,64.56324768066406,75.44029235839844,64.57538604736328,47.697418212890625,64.58042907714844,46.543121337890625,0.27615511417388916,0.24468891322612762,0.14009903371334076,7476.58935546875,9761.068359375,8171.076171875,86.46727332042309,98.7981192097046,90.39400517664322,0.8683282732963562,0.8108770847320557,0.8433395624160767,74.63110012478299
4,0.0009990133642141358,55.987791920035974,67.69934590657552,60.55491926863387,56.485931396484375,68.1993408203125,61.0549201965332,40.98197937011719,54.827701568603516,41.45947265625,0.21491080522537231,0.2634976804256439,0.17969942092895508,6481.2607421875,7329.98095703125,6394.6796875,80.50627765700946,85.61530795968237,79.96674113342371,0.8858572244644165,0.857979953289032,0.8773975968360901,67.69934590657552
5,0.000998458666866564,48.95872549994295,59.46835242377387,49.74556837855159,49.458438873291016,59.96834945678711,50.245445251464844,36.17698669433594,49.41743469238281,31.246231079101562,0.21530763804912567,0.21890772879123688,0.13554415106773376,4984.4443359375,6133.685546875,5518.501953125,70.60059727748413,78.31784947810429,74.28662028336596,0.9122179746627808,0.8811584711074829,0.8941961526870728,59.46835242377387
6,0.00099778098230154,42.88995277431003,63.35421498616537,53.879029918361354,43.38911437988281,63.85421371459961,54.3790283203125,30.966064453125,52.887481689453125,35.926116943359375,0.1680828332901001,0.20354339480400085,0.11755599081516266,3627.13525390625,6484.42236328125,5956.283203125,60.22570260201412,80.52591112978014,77.17696031280968,0.9361217617988586,0.8743628263473511,0.8858028054237366,59.46835242377387
7,0.0009969804777275899,47.773391684306034,69.77220323350694,54.437732335683464,48.269283294677734,70.27220153808594,54.9377326965332,35.999176025390625,50.77522277832031,45.7200927734375,0.16251534223556519,0.19939018785953522,0.1399059295654297,4288.9306640625,8035.93505859375,5647.1875,65.48992795890449,89.64337710390963,75.14777109136371,0.9244667887687683,0.8443019390106201,0.891728937625885,59.46835242377387
8,0.000996057350657239,40.1780986195987,60.47784169514974,59.11568559182657,40.6781005859375,60.97784423828125,59.615684509277344,32.948486328125,46.40235137939453,45.82147216796875,0.15059515833854675,0.21536821126937866,0.14845791459083557,2897.933349609375,6259.0146484375,7339.9013671875,53.83245628437713,79.11393460344075,85.67322433051939,0.9489638805389404,0.8787301778793335,0.8592752814292908,59.46835242377387
9,0.0009950118288582787,39.888841805998815,59.86467488606771,54.585134970175254,40.386619567871094,60.3643798828125,55.084144592285156,30.48089599609375,45.48230743408203,39.490142822265625,0.1539229154586792,0.2287246435880661,0.15173237025737762,2847.359375,6316.728515625,6567.92041015625,53.36065380971264,79.4778492136331,81.04270732247443,0.9498545527458191,0.8776119947433472,0.8740761280059814,59.46835242377387
10,0.0009938441702975688,37.86197408040365,62.02473492092557,55.03564917074667,38.360469818115234,62.52473449707031,55.53564453125,28.77099609375,48.577392578125,38.004302978515625,0.15724408626556396,0.216561958193779,0.14572715759277344,2435.959716796875,7208.6865234375,7064.09375,49.35544262588347,84.90398414348705,84.04816327558859,0.9570997953414917,0.8603301048278809,0.8645632266998291,59.46835242377387
11,0.000992554663077387,36.20331467304033,55.544566260443794,48.527960236008106,36.702274322509766,56.04072189331055,49.0279655456543,28.9461669921875,43.65605163574219,32.099456787109375,0.14292600750923157,0.19280903041362762,0.11703258007764816,2308.80126953125,5895.654296875,5865.0107421875,48.04998719595303,76.78316414992938,76.58335812816972,0.9593392610549927,0.8857703804969788,0.8875527381896973,55.544566260443794
